,Title,Link,Content(RAW)
10,Bangun Karya Perkasa kantongi kontrak baru senilai …,https://www.idnfinancials.com/id/news/48600/bangun-karya-perkasa-secure-contracts-worth-idr,"KRYA - PT. Bangun Karya Perkasa Jaya Tbk Rp 59 +1 (+1,72%) Info Selengkapnya!

JAKARTA. PT Bangun Karya Perkasa Tbk (KRYA), telah memperoleh kontrak baru senilai Rp13,10 miliar dari salah satu anak usaha PT Central Pertiwi Bahari (CPB), salah satu anak usaha PT Central Proteina Prima Tbk (CPRO).

Nilai kontrak tersebut meliputi sejumlah pekerjaan pembangunan, yang terdiri atas Pembangunan Gudang RM, Stock Pile batu bara, dan pembetonan jalan belakang Gudang RM.

Dharmo Budiono, Direktur Utama KRYA, mengatakan perolehan kontrak tersebut adalah bukti kepercayaan yang berkelanjutan dari salah satu mitra utama perseroan. “Kemitraan jangka panjang ini mencerminkan dedikasi kami dalam memberikan layanan dan produk berkualitas tinggi,” kata Budiono, lewat keterangan resmi.

Dengan perolehan kontrak tersebut, total kontrak baru yang diperoleh KRYA saat ini mencapai Rp285,75 miliar. Ini merupakan perolehan kontrak tertinggi yang dicapai oleh perseroan sejak pertama kali berdiri.

Di samping itu, KRYA juga mengerjakan sejumlah proyek carry over dengan nilai Rp38,24 miliar. Maka secara keseluruhan, kontrak yang ditangani perseroan sepanjang 2023 adalah sebesar Rp323,99 miliar, sekitar 130,49% dari target RKAP perolehan proyek perseroan. (KR)"
11,WSBP hanya capai 80% dari target kontrak baru 2023,https://www.idnfinancials.com/id/news/48606/wsbp-reach-contract-target,"WSBP - PT. Waskita Beton Precast Tbk Rp 50 0 (0%) Info Selengkapnya!

JAKARTA - PT Waskita Beton Precast Tbk (WSBP) hanya menyanggupi pemenuhan 80% dari target kontrak baru untuk tahun 2023 hingga akhir tahun ini. Hal ini merupakan imbas kehati-hatian perusahaan dalam memilih proyek yang akan ditangani, mengingat kondisi finansialnya yang sempat terguncang tahun lalu.

Hingga akhir September 2023, WSBP membukukan kontrak baru sebesar Rp1,15 triliun. Angka ini hanya mencapai 40% dari target yang dicanangkan awal tahun sebesar Rp3 triliun.

""Namun, kami optimis mampu mencapai 80% hingga akhir tahun ini,"" ungkap Bambang Dwi Wijayanto, Direktur Pengembangan Bisnis WSBP, saat ditemui di Annual Public Expose 2023 WSBP secara virtual hari ini (12/12).

Lebih lanjut, Wijayanto mengungkapkan bahwa hingga November 2023, WSBP mencatatkan realisasi kontrak baru hingga Rp1,3 triliun. Sementara itu, proyeksi kontrak baru telah diturunkan pada Q3 2023 menjadi Rp2,1 triliun.

Wijayanto juga mengakui bahwa tidak tercapainya target kontrak baru ini sebagian besar disebabkan oleh pemilihan proyek-proyek yang lebih ketat di tahun 2023. ""Kami juga lebih banyak fokus ke proyek eksternal,"" ungkapnya.

Hal ini terkait dengan kondisi keuangan WSBP yang sempat terganggu, yang, hingga saat ini, masih melalui proses restrukturisasi utang.

Untuk tahun 2024, WSBP memiliki proyeksi kontrak baru mencapai Rp2,3 triliun. Proyek-proyek yang akan disasar untuk mencapai target ini masih seputar IKN. ""Juga tol Jambi, tol Palembang. Kami juga melirik proyek LRT dan MRT, serta jalan tol di Jabodetabek,"" ujar Wijayanto lebih jauh.

“Kami juga mempersiapkan untuk masuk ke kawasan-kawasan industri di Indonesia, seperti di Bulungan, Batam, dan Batang,” sambung Wijayanto. (ZH)"
12,"Beli lahan untuk kantor baru, Carsurin rogoh kas dan pinjaman …",https://www.idnfinancials.com/id/news/48609/,"CRSN - PT. Carsurin Tbk Rp 101 +1 (+1,00%) Info Selengkapnya!

JAKARTA. PT Carsurin Tbk (CRSN), perusahaan penyedia jasa uji coba inspeksi dan sertifikasi, telah membeli 1 unit lahan di Kebon Jeruk, Jakarta yang akan digunakan untuk kantor operasional.

Franciska Nilawati, Corporate Secretary CRSN, mengatakan lahan tersebut dibeli dengan nilai Rp20,5 miliar. Lahan ini dibeli dari Thomas Farial, pihak yang tidak disebut tidak memiliki hubungan afiliasi dengan perseroan.

Adapun sumber pendanaan yang digunakan oleh CRSN, kata Nilawati, berasal dari kas internal sebanyak Rp4,5 miliar. Kemudian ditambah dengan fasilitas pinjaman kredit investasi senilai Rp16 miliar, yang diperoleh perseroan dari PT Bank Central Asia Tbk (BBCA), dengan tenor selama 60 bulan.

Sebagai catatan, CRSN juga membeli sertifikat Hak Guna Bangunan (HGB) atas bangunan yang berada di lahan tersebut. “Transaksi pembelian bangunan yang akan difungsikan sebagai kantor perseroan akan menimbulkan dampak penurunan terhadap kas perseroan dan bertambahnya aset yang dimiliki perseroan,” kata Nilawati.

Menurut data idnfinancials.com, CRSN memiliki kas sebanyak Rp52,39 miliar per 30 September 2023. Total aset perseroan tercatat sebesar Rp253,72 miliar dan total ekuitasnya sebesar Rp205,34 miliar. (KR)"
13,Mandiri Herindo Adiperkasa salurkan suntikan modal Rp6 miliar …,https://www.idnfinancials.com/id/news/48601/mandiri-herindo-adiperkasa-channel-extra-idr-subsidiary,"MAHA - PT. Mandiri Herindo Adiperkasa Tbk Rp 199 +1 (+1,00%) Info Selengkapnya!

JAKARTA. PT Mandiri Herindo Adiperkasa Tbk (MAHA), emiten jasa penunjang tambang batu bara, telah menyalurkan suntikan modal kepada salah satu anak usahanya.

Ivan Darwin, Corporate Secretary MAHA, mengatakan suntikan modal diberikan kepada PT Mandiri Prima Adiperkasa dengan nilai sebesar Rp6 miliar. Suntikan modal diberikan bersamaan dengan peningkatan modal disetor dan ditempatkan perseroan kepada MPA atas 6 ribu lembar saham baru.

Dengan peningkatan modal tersebut, modal ditempatkan dan disetor MAHA meningkat jadi Rp12 miliar, dari sebelumnya Rp6 miliar. Namun persentase kepemilikan saham perseroan di dalam MPA tetap bertahan sebesar 40%.

Menurut data idnfinancials.com, MAHA memiliki total aset sebanyak Rp2,38 triliun per 30 September 2023, dengan komposisi kas sebanyak Rp621,57 miliar. Sementara itu total ekuitas perseroan tercatat sebesar Rp1,64 triliun.

Pada sembilan bulan pertama (9M) 2023, MAHA membukukan pendapatan sebesar Rp1,39 triliun. Laba bersih perseroan tercatat sebesar Rp122,46 miliar. (KR)"
14,"Tekan beban operasional, Tunas Alfin akan gunakan PLTS di …",https://www.idnfinancials.com/id/news/48605/lowering-operational-costs-tunas-alfin-solar-panel-factory,"TALF - PT. Tunas Alfin Tbk Rp 300 +4 (+1,33%) Info Selengkapnya!

JAKARTA. PT Tunas Alfin Tbk (TALF), produsen kemasan dan kontainer, berusaha menekan beban operasionalnya dengan menggunakan listrik dari Pembangkit Listrik Tenaga Surya (PLTS) yang dipasang di atap pabrik.

Terkait dengan rencana tersebut, TALF telah menandatangani perjanjian dengan salah satu anak usahanya yaitu PT Centra Multi Suryanesia Aset (CMSA). Dalam perjanjian tersebut CMSA akan menangani konstruksi dan instalasi PLTS di atap pabrik TALF, yang berlokasi di Tangerang, Banten.

Namun dalam perjanjian tersebut, TALF akan menyewa PLTS dengan jangka waktu perjanjian 20 tahun. “Perseroan dapat mengambil alih pembangkit setelah kontrak berakhir,” kata Bernardus Budiman, Direktur TALF, dalam keterbukaan informasi di Bursa Efek Indonesia (BEI).

Sebagai catatan, fasilitas PLTS yang akan dibangun oleh CSMA memiliki total kapasitas 1.052,825 kilowatt peak (kWp). Adapun nilai perjanjian yang disepakati oleh TALF dan CMSA adalah sebesar Rp29,54 miliar selama 20 tahun.

“Dampak terhadap kegiatan operasional Perseroan yaitu kegiatan operasi akan lebih ramah lingkungan dengan penggunaan tenaga surya dan dan kedepannya diharapkan dapat mengurangi jejak karbon,” jelas Budiman. (KR)"
15,JAYA tambah 12 unit armada baru untuk penuhi lonjakan …,https://www.idnfinancials.com/id/news/48608/,"JAYA - PT. Armada Berjaya Trans Tbk Rp 114 -2 (-1,72%) Info Selengkapnya!

JAKARTA. PT Armada Berjaya Trans Tbk (JAYA), emiten angkutan bermotor untuk barang umum, telah menambah 12 unit armada truk Colt Diesel Double (CDD) untuk memenuhi lonjakan pengiriman menjelang akhir tahun.

Darmawan Suryadi SM, Direktur Utama JAYA, mengatakan langkah tersebut merupakan upaya antisipasi perseroan dalam menjaga mutu pelayanan menjelang akhir tahun. “Kehadiran armada tersebut nantinya akan menambah daftar armada CDD Box menjadi 45 unit yang dimiliki oleh perseroan,” kata Suryadi, lewat keterbukaan informasi di Bursa Efek Indonesia (BEI).

Suryadi menambahkan, tambahan armada tersebut akan turut meningkatkan kinerja pendapatan di masa mendatang. “Managemen berkeyakinan strategi yang telah diterapkan sejak masa pandemic memberikan hasil positif sekarang ini dan ke depan,” imbuhnya.

Adapun dana yang dikeluarkan oleh perseroan untuk tambahan armada tersebut adalah sebanyak Rp5,32 miliar. Dana ini berasal dari anggaran belanja modal perseroan.

Sebagai catatan, seluruh tambahan armada tersebut dibeli oleh JAYA dari PT Rahardja Ekalancar. Suryadi menegaskan bahwa perseoran tidak memiliki hubungan afiliasi dengan Rahardja Ekalancar. (KR)"
17,Bursa Efek Jakarta & Indonesia | Pasar Keuangan Indonesia,https://www.idnfinancials.com/id/announcement/12431/unsuspensi-perdagangan-akbar-indomakmur-stimec-pada-desember,"Menunjuk Pengumuman Bursa Peng-SPT-00068/BEI.WAS/12-2023 tanggal 8 Desember 2023 perihal Penghentian Sementara Perdagangan (Suspensi) Saham PT Akbar Indomakmur Stimec Tbk (AIMS), maka dengan ini diumumkan bahwa suspensi atas perdagangan Saham PT Akbar Indomakmur Stimec Tbk (AIMS) di Pasar Reguler dan Pasar Tunai dibuka kembali mulai perdagangan sesi I tanggal 12 Desember 2023

DH"
21,"Bangun Karya Perkasa kantongi kontrak baru senilai Rp13,10 miliar",https://www.idnfinancials.com/id/news/48600/,"KRYA - PT. Bangun Karya Perkasa Jaya Tbk Rp 59 +1 (+1,72%) Info Selengkapnya!

JAKARTA. PT Bangun Karya Perkasa Tbk (KRYA), telah memperoleh kontrak baru senilai Rp13,10 miliar dari salah satu anak usaha PT Central Pertiwi Bahari (CPB), salah satu anak usaha PT Central Proteina Prima Tbk (CPRO).

Nilai kontrak tersebut meliputi sejumlah pekerjaan pembangunan, yang terdiri atas Pembangunan Gudang RM, Stock Pile batu bara, dan pembetonan jalan belakang Gudang RM.

Dharmo Budiono, Direktur Utama KRYA, mengatakan perolehan kontrak tersebut adalah bukti kepercayaan yang berkelanjutan dari salah satu mitra utama perseroan. “Kemitraan jangka panjang ini mencerminkan dedikasi kami dalam memberikan layanan dan produk berkualitas tinggi,” kata Budiono, lewat keterangan resmi.

Dengan perolehan kontrak tersebut, total kontrak baru yang diperoleh KRYA saat ini mencapai Rp285,75 miliar. Ini merupakan perolehan kontrak tertinggi yang dicapai oleh perseroan sejak pertama kali berdiri.

Di samping itu, KRYA juga mengerjakan sejumlah proyek carry over dengan nilai Rp38,24 miliar. Maka secara keseluruhan, kontrak yang ditangani perseroan sepanjang 2023 adalah sebesar Rp323,99 miliar, sekitar 130,49% dari target RKAP perolehan proyek perseroan. (KR)"
23,PPSDMK Gelar FGD dan Rapat Kerja Task Force Academy …,https://ppsdm.kemnaker.go.id/berita/ppsdmk-gelar-fgd-dan-rapat-kerja-task-force-academy-kemnaker-corpu/,"PPSDM.KEMNAKER.ID, Jakarta – Pusat Pengembangan SDM Ketenagakerjaan (PPSDMK) menggelar Focus Group Discussion (FGD) dan Rapat Kerja Task Force Akademi Kemnaker Corpu di Aula Nusantara, Kantor PPSDMK. Kegiatan ini dihadiri oleh seluruh anggota gugus tugas Akademi Kemnaker Corpu dan menghadirkan Kepala PT. PLN (Persero) UPDL Bogor, Djubaidillah Hasan sebagai narasumber.



“Melalui kegiatan ini, kami berharap anggota gugus tugas Akademi Kemnaker Corpu dapat menyusun rencana kerja gugus tugas yang akan dipaparkan bersama di hadapan Menteri Ketenagakerjaan pada acara Learning Council Meeting, awal tahun 2024 mendatang,” ujar Kepala PPSDMK, Helmiaty Basri di Aula Nusantara, Kantor PPSDMK, Jakarta, Selasa (12/12/2023).



Kepala PPSDMK mengapresiasi terbentuknya gugus tugas pada Maret 2023 lalu. Ia berharap kekurangan gugus tugas dapat segera dibentuk sebelum tahun 2023 berakhir.



“Gugus tugas berfungsi untuk melakukan perencanaan, pelaksanaan, sampai dengan evaluasi proses Kemnaker Corpu dalam rangka pengembangan Kompetensi SDM Aparatur,” jelas Helmiaty.

Dalam proses ini, gugus tugas akan berkoordinasi dengan Akademi yang disusun PPSDM Ketenagakerjaan yang berfungsi sebagai supporting unit dalam pelaksanaan Kemnaker Corpu."
24,Muktamar Internasional DAI 2023 Diselenggarakan di Jakut,https://utara.jakarta.go.id/berita/muktamar-internasional-dai-2023-diselenggarakan-di-jakut,"KOMINFOTIK JU - Pusat Pengkajian dan Pengembangan Islam Jakarta (PPIJ) menyelenggarakan acara Muktamar Internasional DAI 2023 dengan tema ""Peran Dakwah Islam Dalam Menciptakan Perdamaian dan Pengembangan Peradaban di Harris Hotel & Convention Kelapa Gading, Selasa (12/12).



""Atas nama Pemprov DKI Jakarta mengucapkan selamat datang kepada seluruh delegasi Muktamar Internasional DAI 2023. Semoga kegiatan ini dapat berjalan lancar dan memberikan kontribusi yang terbaik untuk masyarakat,"" ungkap Asisten Administrasi dan Kesejahteraan Rakyat Sekretaris Kota Administrasi Jakarta Utara, Muhammad Andri.



Ia menuturkan bahwa Jakarta sangat bangga karena bisa menerima para ulama dari seluruh dunia untuk hadir di acara muktamar. ""Dalam muktamar ini juga membahas hal yang sangat penting dan bertujuan untuk mempertemukan para DAI yang memiliki perhatian khusus dalam menjaga perdamaian dunia,"" tegasnya.



Ditambahkannya, dalam Islam, dakwah memiliki peran penting sebagai sarana untuk menyampaikan pesan-pesan agama dan nilai-nilai kebaikan kepada masyarakat agar memahami hati, makna, dan tujuan dakwah dalam langkah awal menjalankan tanggung jawab seorang muslim untuk berkontribusi dalam menyebarkan kebenaran.



Sedangkan acara Muktamar Internasional DAI 2023 yang berlangsung mulai tanggal 12-13 Desember 2023 dihadiri oleh seratus delegasi yang terdiri dari duta besar, pimpinan pondok pesantren, perguruan tinggi, dan tokoh agama lainnya.

"
25,"Dukung UHC, Dinas Kesehatan DKI Jakarta Gelar Advokasi dan …",https://utara.jakarta.go.id/berita/peserta-jkn-mandiri-itu-keren,"KOMINFOTIK JU - Dinas Kesehatan Provinsi DKI Jakarta menggelar kegiatan Advokasi dan Sosialisasi Pembiayaan Kesehatan mendukung Universal Health Coverage (UHC) di Ruang Pola, Kantor Walikota Kota Adminitrasi Jakarta Utara, Senin (11/12).

Dalam acara tersebut, Kepala Suku Dinas Kesehatan Kota Administrasi Jakarta Utara, dr. Lysbeth Regina Pandjaitan menyampaikan bahwa UHC merupakan sistem kesehatan yang memastikan setiap warga dalam memiliki akses yang adil terhadap pelayanan kesehatan promotif, preventif, kuratif, dan rehabilitatif bermutu dengan biaya terjangkau.

“Data capaian UHC DKI Jakarta adalah 98,49% dimana Indonesia saat ini mencapai 93,59% sedangkan di Jakarta Utara sendiri capain UHC sebesar 99.19%,"" ungkapnya.

Sosialisasi pembiayaan kesehatan dalam mendukung UHC difokuskan untuk koordinasi lintas sektor agar dapat memberikan dukungan dalam peningkatan ketepatan sasaran baik PPU, PBI JK, PD Pemda maupun PBPU Mandiri berupa pemadanan data secara berkala serta sosialisasi dan membantu melakukan kampanye Mandiri Itu Keren kepada masyarakat untuk mendorong masyarakat yang merasa mampu untuk melakukan pengalihan kepesertaan Jaminan Kesehatan Nasional dari PD Pemda menjadi mandiri ataupun PPU.

Saat membuka acara Advokasi dan Sosialisasi Pembiayaan Kesehatan mendukung UHC di Wilayah Kota Adminitrasi Jakarta Utara, Asisten Administrasi dan Kesejahteraan Rakyat Sekretaris Kota Administrasi Jakarta Utara, Muhammad Andri menyatakan dukungannya terhadap kampanye Mandiri Itu Keren.

“Jangan sampai warga kita tidak punya jaminan kesehatan dan juga jangan sampai jaminan kesehatan yang dimiliki warga kita tidak sesuai dengan kemampuannya oleh karena harus disosialisasikan kampanye Mandiri Itu Keren,"" tegasnya.

Untuk meningkatkan wawasan para peserta, dua narasumber turut dihadirkan yaitu drg. Nuniek Ria Sundari, Kepala Bidang Perencanaan Pengendalian dan Informasi Dinas Kesehatan Provinsi DKI Jakarta dan Ropik Patriana selaku Kepala Cabang BPJS Jakarta Utara."
26,Test isii - BPPBJ PROVINSI DKI JAKARTA,https://bppbj.jakarta.go.id/web/read/test-isii,"BPPBJ DKI Jakarta

Mewujudkan BPPBJ sebagai organisasi pengadaan yang bersih, transparan, akuntabel dan berorientasi pada pelayanan publik"
27,RSUD Tarakan Jakarta - Melayani dengan Empati,https://rsudtarakan.jakarta.go.id/recruitment/,"Panduan

Langkah - Langkah Dalam Melamar Pekerjaan"
28,OPAC - Book Detail,https://kios-perpustakaan.jakarta.go.id/catalogue/detail/237752,"520

#

#

$a Melakukan penelitian tidak harus turun ke lapangan dengan mengunjungi lokasi penelitian tertentu. Penelitian lapangan, hampir selalu membutuhkan biaya yang tidak sedikit, apalagi ketika kita menggunakan metode penelitian kuantitatif. Kita harus menggandakan kuesioner serta biaya akomodasi yang tidak sedikit, terlebih lagi bila responden sangat banyak. Banyak mahasiswa yang menganggap bahwa metode kuantitatif lebih sulit karena harus menggunakan statistik. Dengan menggunakan metode analisis isi (AI) atau analisis data sekunder (ADS), mahasiswa akan terbebas dari masalah waktu penelitian yang lama atau biaya penelitian yang relatif mahal. AI dan ADS adalah metode penelitian yang relatif lebih mudah karena tidak menggunakan “manusia” sebagai objek penelitiannya. AI dan ADS menggunakan objek dengan memanfaatkan sumber data yang sudah ada dan kita tinggal mengolah data tersebut. Kita dapat memanfaatkan majalah, koran, acara TV, buku-buku, syair lagu, cerita film sebagai objek penelitian. Objek-objek tersebut relatif mudah diperoleh, tidak ribet, berbeda dengan objek yang berbentuk manusia yang selalu berpindah tempat dan cepat berubah. Untuk itu, metode AI dan ADS dapat menjadi alternatif bagi mahasiswa dalam melakukan penelitian."
29,Simulasi Kebakaran,https://utara.jakarta.go.id/berita-foto/simulasi-kebakaran,"Selasa, 12 Desember 2023

Kegiatan Simulasi Kebakaran dan Evakuasi Korban,

Pada Bangunan Gedung Apartemen City Home Gading River View Kelapa Gading

Bersama Tim Management dan Para Penghuni.

Kelurahan Kelapa Gading Barat

Kecamatan Kelapa Gading

Kota Administrasi Jakarta Utara"
30,Sosialisasi Pencegahan Kebakaran dan Pelatihan Pemadaman Dini.,https://utara.jakarta.go.id/berita-foto/sosialisasi-pencegahan-kebakaran-dan-pelatihan-pemadaman-dini,"Selasa, 12 Desember 2023.

Satgas Gulkarmat Kelurahan Pademangan Timur dan Tim Gulkarmat Kecamatan Pademangan.

Melaksanakan Sosialisasi Pencegahan Kebakaran dan Pelatihan Pemadaman Dini.

Kepada :

1. Para Pegawai Kantor Kelurahan Pademangan Timur.

2. Babinsa

3. Babinkamtibmas

4. Satpol PP

5. PPSU

6. LMK

7. FKDM

8. Unsur RW dan RT.

Kecamatan Pademangan

Jakarta Utara"
