,Error Link,Error
11,https://www.ajc.com/news/crime/shop-with-a-sheriff-250-kids-select-gifts-with-fulton-county-deputies/NYTNBFF7GJBIFNMKNB3SUPMBNE/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/crime/shop-with-a-sheriff-250-kids-select-gifts-with-fulton-county-deputies/NYTNBFF7GJBIFNMKNB3SUPMBNE/ on URL https://www.ajc.com/news/crime/shop-with-a-sheriff-250-kids-select-gifts-with-fulton-county-deputies/NYTNBFF7GJBIFNMKNB3SUPMBNE/
12,https://www.ajc.com/news/crime/25k-reward-in-fatal-shooting-of-former-paulding-high-school-soccer-star/DEPZJH5LXRFI7EN7FCWO2D6IO4/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/crime/25k-reward-in-fatal-shooting-of-former-paulding-high-school-soccer-star/DEPZJH5LXRFI7EN7FCWO2D6IO4/ on URL https://www.ajc.com/news/crime/25k-reward-in-fatal-shooting-of-former-paulding-high-school-soccer-star/DEPZJH5LXRFI7EN7FCWO2D6IO4/
13,https://www.ajc.com/news/crime/cops-man-killed-after-being-shot-hit-by-car-in-brookhaven/6ZNE3TFT45AB7EKTZU7RNA3RAU/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/crime/cops-man-killed-after-being-shot-hit-by-car-in-brookhaven/6ZNE3TFT45AB7EKTZU7RNA3RAU/ on URL https://www.ajc.com/news/crime/cops-man-killed-after-being-shot-hit-by-car-in-brookhaven/6ZNE3TFT45AB7EKTZU7RNA3RAU/
14,https://www.nj.com/opinion/2023/12/an-empty-chair-at-the-holiday-table-faith-matters.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/opinion/2023/12/an-empty-chair-at-the-holiday-table-faith-matters.html on URL https://www.nj.com/opinion/2023/12/an-empty-chair-at-the-holiday-table-faith-matters.html
15,https://www.nj.com/news/2023/12/body-recovered-from-hackensack-river-police-say.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/news/2023/12/body-recovered-from-hackensack-river-police-say.html on URL https://www.nj.com/news/2023/12/body-recovered-from-hackensack-river-police-say.html
16,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html
17,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html
18,https://www.nj.com/sports/2023/12/bergen-catholic-grad-leads-wisconsin-wrestling-past-rider.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/sports/2023/12/bergen-catholic-grad-leads-wisconsin-wrestling-past-rider.html on URL https://www.nj.com/sports/2023/12/bergen-catholic-grad-leads-wisconsin-wrestling-past-rider.html
19,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html
20,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html
21,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html
22,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html
23,https://www.nj.com/news/2023/12/another-boat-is-abandoned-at-jersey-shore-its-becoming-an-epidemic-captain-says.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/news/2023/12/another-boat-is-abandoned-at-jersey-shore-its-becoming-an-epidemic-captain-says.html on URL https://www.nj.com/news/2023/12/another-boat-is-abandoned-at-jersey-shore-its-becoming-an-epidemic-captain-says.html
24,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html
25,https://www.nj.com/opinion/2023/12/corrupt-system-narrows-parties-presidential-choices-letter.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/opinion/2023/12/corrupt-system-narrows-parties-presidential-choices-letter.html on URL https://www.nj.com/opinion/2023/12/corrupt-system-narrows-parties-presidential-choices-letter.html
26,https://www.nj.com/opinion/2023/12/murphys-booze-cruise-is-trip-to-nowhere-for-craft-brewers-opinion.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/opinion/2023/12/murphys-booze-cruise-is-trip-to-nowhere-for-craft-brewers-opinion.html on URL https://www.nj.com/opinion/2023/12/murphys-booze-cruise-is-trip-to-nowhere-for-craft-brewers-opinion.html
27,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html
28,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html
29,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html
30,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html
31,https://www.nj.com/opinion/2023/12/an-empty-chair-at-the-holiday-table-faith-matters.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/opinion/2023/12/an-empty-chair-at-the-holiday-table-faith-matters.html on URL https://www.nj.com/opinion/2023/12/an-empty-chair-at-the-holiday-table-faith-matters.html
32,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-nov-27-to-dec-3.html
33,https://www.nj.com/warren/2023/12/when-killer-nurse-charles-cullen-admitted-i-killed-40-people-historical-headlines.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/warren/2023/12/when-killer-nurse-charles-cullen-admitted-i-killed-40-people-historical-headlines.html on URL https://www.nj.com/warren/2023/12/when-killer-nurse-charles-cullen-admitted-i-killed-40-people-historical-headlines.html
34,https://www.washingtonpost.com/latest-headlines/,None Title
35,https://www.washingtonpost.com/latest-headlines/,None Title
36,https://www.washingtonpost.com/latest-headlines/,None Title
37,https://www.washingtonpost.com/latest-headlines/,None Title
38,https://www.washingtonpost.com/latest-headlines/,None Title
39,https://www.washingtonpost.com/latest-headlines/,None Title
40,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
41,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
42,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
43,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
44,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
45,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
46,https://www.fox5dc.com/tag/us/md,'NoneType' object has no attribute 'find'
47,https://foxbaltimore.com/news/local,invalid literal for int() with base 10: ''
