,Unnamed: 0.1,Unnamed: 0,Error Link,Error
45,,,https://www.ajc.com/news/health-news/a-fifth-of-us-hospitals-warned-over-secretive-pricing/7B7XBHPGZBGLXHDGCY2LABX7CY/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/health-news/a-fifth-of-us-hospitals-warned-over-secretive-pricing/7B7XBHPGZBGLXHDGCY2LABX7CY/ on URL https://www.ajc.com/news/health-news/a-fifth-of-us-hospitals-warned-over-secretive-pricing/7B7XBHPGZBGLXHDGCY2LABX7CY/
46,,,https://www.ajc.com/news/business/georgia-saw-job-growth-in-november-here-are-four-things-to-know/4DERDHJ5KBGBXHWCGLSB3GIZ54/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/business/georgia-saw-job-growth-in-november-here-are-four-things-to-know/4DERDHJ5KBGBXHWCGLSB3GIZ54/ on URL https://www.ajc.com/news/business/georgia-saw-job-growth-in-november-here-are-four-things-to-know/4DERDHJ5KBGBXHWCGLSB3GIZ54/
47,,,https://www.ajc.com/news/atlanta-news/former-assistant-alleges-sexual-assault-against-vin-diesel-in-atlanta-incident-suit-says/D76DFR7PGZCSBJ74QPLN2DJRJQ/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/atlanta-news/former-assistant-alleges-sexual-assault-against-vin-diesel-in-atlanta-incident-suit-says/D76DFR7PGZCSBJ74QPLN2DJRJQ/ on URL https://www.ajc.com/news/atlanta-news/former-assistant-alleges-sexual-assault-against-vin-diesel-in-atlanta-incident-suit-says/D76DFR7PGZCSBJ74QPLN2DJRJQ/
48,,,https://www.ajc.com/news/crime/man-charged-with-murder-accused-of-depriving-3-kids-of-food-water-in-atlanta/YGHHPKDUU5CLVBELUDIPRA67BQ/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/crime/man-charged-with-murder-accused-of-depriving-3-kids-of-food-water-in-atlanta/YGHHPKDUU5CLVBELUDIPRA67BQ/ on URL https://www.ajc.com/news/crime/man-charged-with-murder-accused-of-depriving-3-kids-of-food-water-in-atlanta/YGHHPKDUU5CLVBELUDIPRA67BQ/
49,,,https://www.ajc.com/news/crime/breaking-man-killed-in-plane-crash-at-resort-on-lake-lanier-in-hall-county/VUW5O6X53BE77OPE7GBXMDIWEM/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/crime/breaking-man-killed-in-plane-crash-at-resort-on-lake-lanier-in-hall-county/VUW5O6X53BE77OPE7GBXMDIWEM/ on URL https://www.ajc.com/news/crime/breaking-man-killed-in-plane-crash-at-resort-on-lake-lanier-in-hall-county/VUW5O6X53BE77OPE7GBXMDIWEM/
50,,,https://www.ajc.com/news/crime/no-such-thing-as-a-false-fire-alarm-ga-tech-fire-safety-manager-says/3WP5PGKTERFILDHGRDSC22T34Q/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/crime/no-such-thing-as-a-false-fire-alarm-ga-tech-fire-safety-manager-says/3WP5PGKTERFILDHGRDSC22T34Q/ on URL https://www.ajc.com/news/crime/no-such-thing-as-a-false-fire-alarm-ga-tech-fire-safety-manager-says/3WP5PGKTERFILDHGRDSC22T34Q/
51,,,https://www.ajc.com/news/crime/after-metro-atlanta-firefighters-come-to-the-rescue-they-face-own-traumas/A4RTBOA2ZRDEBP4SBIOR6OW4L4/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/crime/after-metro-atlanta-firefighters-come-to-the-rescue-they-face-own-traumas/A4RTBOA2ZRDEBP4SBIOR6OW4L4/ on URL https://www.ajc.com/news/crime/after-metro-atlanta-firefighters-come-to-the-rescue-they-face-own-traumas/A4RTBOA2ZRDEBP4SBIOR6OW4L4/
52,,,https://www.ajc.com/news/crime/shaq-fulton-da-bring-smiles-to-south-fulton-children-with-holiday-toy-giveaway/CCL466IVX5CUZJAYQ77N3USNFY/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/crime/shaq-fulton-da-bring-smiles-to-south-fulton-children-with-holiday-toy-giveaway/CCL466IVX5CUZJAYQ77N3USNFY/ on URL https://www.ajc.com/news/crime/shaq-fulton-da-bring-smiles-to-south-fulton-children-with-holiday-toy-giveaway/CCL466IVX5CUZJAYQ77N3USNFY/
53,,,https://www.ajc.com/news/crime/no-injuries-reported-after-clayton-officers-fire-at-armed-suspect/UW5F3GBX35GAFKEWF2LJAISURQ/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/crime/no-injuries-reported-after-clayton-officers-fire-at-armed-suspect/UW5F3GBX35GAFKEWF2LJAISURQ/ on URL https://www.ajc.com/news/crime/no-injuries-reported-after-clayton-officers-fire-at-armed-suspect/UW5F3GBX35GAFKEWF2LJAISURQ/
54,,,https://www.ajc.com/news/crime/man-gets-life-in-2022-triple-shooting-that-left-2-friends-dead-in-cobb/HZ6RHAGM3BE3LF5ETIXRFLQNI4/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/crime/man-gets-life-in-2022-triple-shooting-that-left-2-friends-dead-in-cobb/HZ6RHAGM3BE3LF5ETIXRFLQNI4/ on URL https://www.ajc.com/news/crime/man-gets-life-in-2022-triple-shooting-that-left-2-friends-dead-in-cobb/HZ6RHAGM3BE3LF5ETIXRFLQNI4/
55,,,https://www.ajc.com/news/atlanta-news/former-assistant-alleges-sexual-assault-against-vin-diesel-in-atlanta-incident-suit-says/D76DFR7PGZCSBJ74QPLN2DJRJQ/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/atlanta-news/former-assistant-alleges-sexual-assault-against-vin-diesel-in-atlanta-incident-suit-says/D76DFR7PGZCSBJ74QPLN2DJRJQ/ on URL https://www.ajc.com/news/atlanta-news/former-assistant-alleges-sexual-assault-against-vin-diesel-in-atlanta-incident-suit-says/D76DFR7PGZCSBJ74QPLN2DJRJQ/
56,,,https://www.ajc.com/news/atlanta-airport-blog/more-options-to-get-through-atlanta-airport-security-delta-is-expanding-digital-id/ENKROWQN3BCXJC6KXXG55FMGAU/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/atlanta-airport-blog/more-options-to-get-through-atlanta-airport-security-delta-is-expanding-digital-id/ENKROWQN3BCXJC6KXXG55FMGAU/ on URL https://www.ajc.com/news/atlanta-airport-blog/more-options-to-get-through-atlanta-airport-security-delta-is-expanding-digital-id/ENKROWQN3BCXJC6KXXG55FMGAU/
57,,,https://www.ajc.com/news/medical-device-producer-gerresheimer-expanding-georgia-footprint-creating-200-new-jobs/Z4BSO7OD7ZDTZGZQBG47RLE4GY/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/medical-device-producer-gerresheimer-expanding-georgia-footprint-creating-200-new-jobs/Z4BSO7OD7ZDTZGZQBG47RLE4GY/ on URL https://www.ajc.com/news/medical-device-producer-gerresheimer-expanding-georgia-footprint-creating-200-new-jobs/Z4BSO7OD7ZDTZGZQBG47RLE4GY/
58,,,https://www.ajc.com/news/atlanta-news/roswell-man-to-forfeit-ferrari-and-lamborghini-in-health-care-fraud-plea-deal/G4D2JP7YQBADZJ6VCHYGYQAEKU/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/atlanta-news/roswell-man-to-forfeit-ferrari-and-lamborghini-in-health-care-fraud-plea-deal/G4D2JP7YQBADZJ6VCHYGYQAEKU/ on URL https://www.ajc.com/news/atlanta-news/roswell-man-to-forfeit-ferrari-and-lamborghini-in-health-care-fraud-plea-deal/G4D2JP7YQBADZJ6VCHYGYQAEKU/
59,,,https://www.ajc.com/news/as-td-jakes-takes-on-94-acre-fort-mcpherson-project-here-are-five-things-to-know/3N7TUBWEN5CHPJLDYASUXW6PX4/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/as-td-jakes-takes-on-94-acre-fort-mcpherson-project-here-are-five-things-to-know/3N7TUBWEN5CHPJLDYASUXW6PX4/ on URL https://www.ajc.com/news/as-td-jakes-takes-on-94-acre-fort-mcpherson-project-here-are-five-things-to-know/3N7TUBWEN5CHPJLDYASUXW6PX4/
60,,,https://www.ajc.com/news/health-news/a-fifth-of-us-hospitals-warned-over-secretive-pricing/7B7XBHPGZBGLXHDGCY2LABX7CY/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/health-news/a-fifth-of-us-hospitals-warned-over-secretive-pricing/7B7XBHPGZBGLXHDGCY2LABX7CY/ on URL https://www.ajc.com/news/health-news/a-fifth-of-us-hospitals-warned-over-secretive-pricing/7B7XBHPGZBGLXHDGCY2LABX7CY/
61,,,https://www.ajc.com/news/business/georgia-saw-job-growth-in-november-here-are-four-things-to-know/4DERDHJ5KBGBXHWCGLSB3GIZ54/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/business/georgia-saw-job-growth-in-november-here-are-four-things-to-know/4DERDHJ5KBGBXHWCGLSB3GIZ54/ on URL https://www.ajc.com/news/business/georgia-saw-job-growth-in-november-here-are-four-things-to-know/4DERDHJ5KBGBXHWCGLSB3GIZ54/
62,,,https://www.ajc.com/news/georgias-invasive-species-the-states-strangest-and-most-concerning-non-native-wildlife/RHSS3KJ2VRANDIJ3PJG5MU4R24/,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.ajc.com/news/georgias-invasive-species-the-states-strangest-and-most-concerning-non-native-wildlife/RHSS3KJ2VRANDIJ3PJG5MU4R24/ on URL https://www.ajc.com/news/georgias-invasive-species-the-states-strangest-and-most-concerning-non-native-wildlife/RHSS3KJ2VRANDIJ3PJG5MU4R24/
63,,,https://www.mercurynews.com/latest-headlines/,None Date
64,,,https://www.mercurynews.com/latest-headlines/,None Date
65,,,https://www.mercurynews.com/latest-headlines/,None Date
